locus_tag	ftype	length_bp	gene	EC_number	COG	product
APNAJNJK_01046	CDS	756	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
APNAJNJK_01047	CDS	582	nudC_1	3.6.1.22		NADH pyrophosphatase
APNAJNJK_01048	CDS	933	dmlR_7			HTH-type transcriptional regulator DmlR
APNAJNJK_01049	CDS	402				hypothetical protein
APNAJNJK_01050	CDS	453				hypothetical protein
APNAJNJK_01051	CDS	591				hypothetical protein
APNAJNJK_01052	CDS	336				hypothetical protein
APNAJNJK_01053	tRNA	74				tRNA-Cys(gca)
APNAJNJK_01054	CDS	501				hypothetical protein
APNAJNJK_01055	CDS	747				hypothetical protein
APNAJNJK_01056	CDS	213				hypothetical protein
APNAJNJK_01057	CDS	876	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
APNAJNJK_01058	CDS	270				hypothetical protein
APNAJNJK_01059	CDS	1680				hypothetical protein
APNAJNJK_01060	CDS	561				hypothetical protein
APNAJNJK_01061	CDS	1239				hypothetical protein
APNAJNJK_01062	CDS	792				hypothetical protein
APNAJNJK_01063	CDS	528				hypothetical protein
APNAJNJK_01064	CDS	441				Single-stranded DNA-binding protein
APNAJNJK_01065	CDS	2031	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
APNAJNJK_01066	CDS	636				hypothetical protein
APNAJNJK_01067	CDS	399	zntR		COG0789	HTH-type transcriptional regulator ZntR
APNAJNJK_01068	CDS	2955	kdpB_1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
APNAJNJK_01069	CDS	501	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
APNAJNJK_01070	CDS	213				hypothetical protein
APNAJNJK_01071	CDS	393				hypothetical protein
APNAJNJK_01072	CDS	687				hypothetical protein
APNAJNJK_01073	CDS	738				hypothetical protein
APNAJNJK_01074	CDS	279				hypothetical protein
APNAJNJK_01075	CDS	825				hypothetical protein
APNAJNJK_01076	CDS	189				hypothetical protein
APNAJNJK_01077	CDS	408				ISL3 family transposase ISStma11
APNAJNJK_01078	CDS	351	merT			Mercuric transport protein MerT
APNAJNJK_01079	CDS	288				hypothetical protein
APNAJNJK_01080	CDS	1689	merA	1.16.1.1		Mercuric reductase
APNAJNJK_01081	CDS	642				hypothetical protein
APNAJNJK_01082	CDS	261				hypothetical protein
APNAJNJK_01083	CDS	765				hypothetical protein
APNAJNJK_01084	CDS	906				hypothetical protein
APNAJNJK_01085	CDS	828				hypothetical protein
APNAJNJK_01086	CDS	690				hypothetical protein
APNAJNJK_01087	CDS	342				hypothetical protein
APNAJNJK_01088	CDS	408				hypothetical protein
APNAJNJK_01089	CDS	261				hypothetical protein
APNAJNJK_01090	CDS	648				hypothetical protein
APNAJNJK_01091	CDS	1314				hypothetical protein
APNAJNJK_01092	CDS	996				hypothetical protein
APNAJNJK_01093	CDS	327				hypothetical protein
APNAJNJK_01094	CDS	300				hypothetical protein
APNAJNJK_01095	CDS	1062				hypothetical protein
APNAJNJK_01096	CDS	1719				hypothetical protein
APNAJNJK_01097	CDS	1158				hypothetical protein
APNAJNJK_01098	CDS	393				hypothetical protein
APNAJNJK_01099	CDS	444				hypothetical protein
APNAJNJK_01100	CDS	573				hypothetical protein
APNAJNJK_01101	CDS	642				hypothetical protein
APNAJNJK_01102	CDS	726				hypothetical protein
APNAJNJK_01103	CDS	606				hypothetical protein
APNAJNJK_01104	CDS	540				hypothetical protein
APNAJNJK_01105	CDS	2187				hypothetical protein
APNAJNJK_01106	CDS	750				hypothetical protein
APNAJNJK_01107	CDS	1053				hypothetical protein
APNAJNJK_01108	CDS	147				hypothetical protein
APNAJNJK_01109	CDS	675				hypothetical protein
APNAJNJK_01110	CDS	903				hypothetical protein
APNAJNJK_01111	CDS	726				hypothetical protein
APNAJNJK_01112	CDS	903				hypothetical protein
APNAJNJK_01113	CDS	501				hypothetical protein
APNAJNJK_01114	CDS	471				hypothetical protein
APNAJNJK_01115	CDS	915	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
APNAJNJK_01116	CDS	576				hypothetical protein
APNAJNJK_01117	CDS	471				hypothetical protein
APNAJNJK_01118	CDS	384				hypothetical protein
APNAJNJK_01119	CDS	234				hypothetical protein
APNAJNJK_01120	CDS	360				hypothetical protein
APNAJNJK_01121	CDS	399				hypothetical protein
APNAJNJK_01122	CDS	699				hypothetical protein
APNAJNJK_01123	CDS	939				hypothetical protein
APNAJNJK_01124	CDS	1422				hypothetical protein
APNAJNJK_01125	CDS	444				hypothetical protein
APNAJNJK_01126	CDS	2880				hypothetical protein
APNAJNJK_01127	CDS	774				hypothetical protein
APNAJNJK_01128	CDS	498				hypothetical protein
APNAJNJK_01129	CDS	312	hupA			DNA-binding protein HU-alpha
APNAJNJK_01130	CDS	447				hypothetical protein
APNAJNJK_01131	tRNA	72				tRNA-His(gtg)
APNAJNJK_01132	CDS	1395				hypothetical protein
APNAJNJK_01133	CDS	369				hypothetical protein
APNAJNJK_01134	CDS	1548				hypothetical protein
APNAJNJK_01135	CDS	372				hypothetical protein
APNAJNJK_01136	CDS	759				hypothetical protein
APNAJNJK_01137	CDS	813				hypothetical protein
APNAJNJK_01138	CDS	627				hypothetical protein
APNAJNJK_01139	CDS	399				hypothetical protein
APNAJNJK_01140	CDS	831	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
APNAJNJK_01141	CDS	264				hypothetical protein
APNAJNJK_01142	CDS	288				hypothetical protein
APNAJNJK_01143	CDS	1221	nimT_1		COG2807	2-nitroimidazole transporter
APNAJNJK_01144	CDS	1233				hypothetical protein
APNAJNJK_01145	CDS	1029	cmoM_1	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
APNAJNJK_01146	CDS	2025	fyuA_2		COG1629	Pesticin receptor
APNAJNJK_01147	CDS	969				hypothetical protein
APNAJNJK_01148	CDS	1902				hypothetical protein
APNAJNJK_01149	CDS	1365				hypothetical protein
APNAJNJK_01150	CDS	1431				hypothetical protein
APNAJNJK_01151	CDS	756	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_01152	CDS	2166	fatA_1			Ferric-anguibactin receptor FatA
APNAJNJK_01153	CDS	1383	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
APNAJNJK_01154	CDS	1002	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
APNAJNJK_01155	CDS	1419	norM_1		COG0534	Multidrug resistance protein NorM
APNAJNJK_01156	CDS	1137	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
APNAJNJK_01157	CDS	1029	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
APNAJNJK_01158	CDS	2151	fatA_2			Ferric-anguibactin receptor FatA
APNAJNJK_01159	CDS	1236				hypothetical protein
APNAJNJK_01160	CDS	432				hypothetical protein
APNAJNJK_01161	CDS	936				hypothetical protein
APNAJNJK_01162	CDS	1395				hypothetical protein
APNAJNJK_01163	CDS	351				hypothetical protein
APNAJNJK_01164	CDS	1521				hypothetical protein
APNAJNJK_01165	CDS	366				hypothetical protein
APNAJNJK_01166	CDS	459	yhaV	3.1.-.-		Ribonuclease toxin YhaV
APNAJNJK_01167	CDS	318				hypothetical protein
APNAJNJK_01168	CDS	1809				hypothetical protein
APNAJNJK_01169	CDS	528	ygaP		COG0607	Inner membrane protein YgaP
APNAJNJK_01170	CDS	312	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
APNAJNJK_01171	CDS	354				hypothetical protein
APNAJNJK_01172	CDS	375				hypothetical protein
APNAJNJK_01173	CDS	753	linX_1	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
APNAJNJK_01174	CDS	1221	yfcJ_2			putative MFS-type transporter YfcJ
APNAJNJK_01175	CDS	2106	fyuA_3		COG1629	Pesticin receptor
APNAJNJK_01176	CDS	1782	irtB_1	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
APNAJNJK_01177	CDS	1773	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_01178	CDS	1281				hypothetical protein
APNAJNJK_01179	CDS	987				hypothetical protein
APNAJNJK_01180	CDS	756				hypothetical protein
APNAJNJK_01181	CDS	2835				hypothetical protein
APNAJNJK_01182	CDS	822				hypothetical protein
APNAJNJK_01183	CDS	1809	prsD_1			Type I secretion system ATP-binding protein PrsD
APNAJNJK_01184	CDS	492				hypothetical protein
APNAJNJK_01185	CDS	345				hypothetical protein
APNAJNJK_01186	CDS	1332	prsE_1			Type I secretion system membrane fusion protein PrsE
APNAJNJK_01187	CDS	1551	tolC_2		COG1538	Outer membrane protein TolC
APNAJNJK_01188	CDS	6240	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
APNAJNJK_01189	CDS	9723	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
APNAJNJK_01190	CDS	1134				hypothetical protein
APNAJNJK_01191	CDS	786	pikAV	3.1.2.-		Thioesterase PikA5
APNAJNJK_01192	CDS	2940	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
APNAJNJK_01193	CDS	753				hypothetical protein
APNAJNJK_01194	CDS	891	hcaR_3			Hca operon transcriptional activator HcaR
APNAJNJK_01195	CDS	1944				hypothetical protein
APNAJNJK_01196	tRNA	76				tRNA-Gly(gcc)
APNAJNJK_01197	CDS	1038	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
APNAJNJK_01198	CDS	792	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
APNAJNJK_01199	CDS	537	bamE			Outer membrane protein assembly factor BamE
APNAJNJK_01200	CDS	420	fur_2		COG0735	Ferric uptake regulation protein
APNAJNJK_01201	CDS	1662	recN		COG0497	DNA repair protein RecN
APNAJNJK_01202	CDS	900	nadK	2.7.1.23	COG0061	NAD kinase
APNAJNJK_01203	CDS	1005	hrcA		COG1420	Heat-inducible transcription repressor HrcA
APNAJNJK_01204	CDS	1092	hemH	4.99.1.1	COG0276	Ferrochelatase
APNAJNJK_01205	CDS	234				hypothetical protein
APNAJNJK_01206	CDS	558	grpE		COG0576	Protein GrpE
APNAJNJK_01207	CDS	405				hypothetical protein
APNAJNJK_01208	CDS	1926	dnaK_1		COG0443	Chaperone protein DnaK
APNAJNJK_01209	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
APNAJNJK_01210	CDS	390				hypothetical protein
APNAJNJK_01211	CDS	2754				hypothetical protein
APNAJNJK_01212	CDS	600		2.3.1.-	COG1670	Acetyltransferase
APNAJNJK_01213	CDS	381				hypothetical protein
APNAJNJK_01214	CDS	558		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
APNAJNJK_01215	CDS	1173				hypothetical protein
APNAJNJK_01216	CDS	882				hypothetical protein
APNAJNJK_01217	CDS	354				hypothetical protein
APNAJNJK_01218	CDS	363	cc4		COG2863	Cytochrome c4
APNAJNJK_01219	CDS	426				hypothetical protein
APNAJNJK_01220	CDS	1257	icd_1	1.1.1.42		Isocitrate dehydrogenase [NADP]
APNAJNJK_01221	CDS	978				hypothetical protein
APNAJNJK_01222	CDS	1272				hypothetical protein
APNAJNJK_01223	CDS	1545				hypothetical protein
APNAJNJK_01224	CDS	900	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
APNAJNJK_01225	CDS	324				hypothetical protein
APNAJNJK_01226	CDS	756				hypothetical protein
APNAJNJK_01227	CDS	693	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
APNAJNJK_01228	CDS	2787	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
APNAJNJK_01229	CDS	609	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
APNAJNJK_01230	CDS	2160	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
APNAJNJK_01231	CDS	1797	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
APNAJNJK_01232	CDS	90				hypothetical protein
APNAJNJK_01233	CDS	276				hypothetical protein
APNAJNJK_01234	CDS	2094	actP_1			Cation/acetate symporter ActP
APNAJNJK_01235	CDS	330	emrE		COG2076	Multidrug transporter EmrE
APNAJNJK_01236	CDS	687	mutS2	3.1.-.-		Endonuclease MutS2
APNAJNJK_01237	CDS	828	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
APNAJNJK_01238	CDS	2388	ftsK		COG1674	DNA translocase FtsK
APNAJNJK_01239	CDS	636	lolA		COG2834	Outer-membrane lipoprotein carrier protein
APNAJNJK_01240	CDS	435	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
APNAJNJK_01241	CDS	1482	dan_2	3.5.1.81		D-aminoacylase
APNAJNJK_01242	CDS	873	hexR		COG1737	HTH-type transcriptional regulator HexR
APNAJNJK_01243	CDS	1002	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
APNAJNJK_01244	CDS	1008	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
APNAJNJK_01245	CDS	870	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
APNAJNJK_01246	CDS	942	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
APNAJNJK_01247	CDS	1560	sgrR			HTH-type transcriptional regulator SgrR
APNAJNJK_01248	CDS	1269				hypothetical protein
APNAJNJK_01249	CDS	792	ybeM	3.5.1.128		Deaminated glutathione amidase
APNAJNJK_01250	CDS	1341	rarA		COG2256	Replication-associated recombination protein A
APNAJNJK_01251	CDS	1347	serS	6.1.1.11	COG0172	Serine--tRNA ligase
APNAJNJK_01252	CDS	249				hypothetical protein
APNAJNJK_01253	CDS	339				hypothetical protein
APNAJNJK_01254	CDS	501				hypothetical protein
APNAJNJK_01255	CDS	201				hypothetical protein
APNAJNJK_01256	CDS	1233	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
APNAJNJK_01257	CDS	879	gltR_3		COG0583	HTH-type transcriptional regulator GltR
APNAJNJK_01258	CDS	1128		4.2.1.156	COG4948	L-talarate/galactarate dehydratase
APNAJNJK_01259	CDS	909	yagE	4.1.2.51	COG0329	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE
APNAJNJK_01260	CDS	978				hypothetical protein
APNAJNJK_01261	CDS	2271	fatA_3			Ferric-anguibactin receptor FatA
APNAJNJK_01262	CDS	981	fatB			Ferric-anguibactin-binding protein FatB
APNAJNJK_01263	CDS	777	yclP_1	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
APNAJNJK_01264	CDS	948	fatC			Ferric-anguibactin transport system permease protein FatC
APNAJNJK_01265	CDS	942	fatD			Ferric-anguibactin transport system permease protein FatD
APNAJNJK_01266	CDS	1767	irtB_2	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
APNAJNJK_01267	CDS	1794	irtA_1	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
APNAJNJK_01268	CDS	630				hypothetical protein
APNAJNJK_01269	tRNA	91				tRNA-Ser(cga)
APNAJNJK_01270	CDS	1266	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
APNAJNJK_01271	CDS	783	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
APNAJNJK_01272	CDS	771	yaaA		COG3022	Peroxide stress resistance protein YaaA
APNAJNJK_01273	CDS	2223	yccS		COG1289	Inner membrane protein YccS
APNAJNJK_01274	CDS	1716	ilvI_3	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
APNAJNJK_01275	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
APNAJNJK_01276	CDS	1017	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
APNAJNJK_01277	CDS	774				hypothetical protein
APNAJNJK_01278	CDS	519				hypothetical protein
APNAJNJK_01279	CDS	270	rpsO		COG0184	30S ribosomal protein S15
APNAJNJK_01280	CDS	2157	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
APNAJNJK_01281	CDS	693				hypothetical protein
APNAJNJK_01282	CDS	1218	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
APNAJNJK_01283	CDS	666				hypothetical protein
APNAJNJK_01284	CDS	924		3.5.5.7	COG0388	Nitrilase
APNAJNJK_01285	CDS	942	pcpR_3			PCP degradation transcriptional activation protein
APNAJNJK_01286	CDS	987	rclR_1		COG2207	RCS-specific HTH-type transcriptional activator RclR
APNAJNJK_01287	CDS	1236	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
APNAJNJK_01288	CDS	1263				hypothetical protein
APNAJNJK_01289	tRNA	88				tRNA-Ser(tga)
APNAJNJK_01290	CDS	978		1.3.1.103		2-haloacrylate reductase
APNAJNJK_01291	CDS	795	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
APNAJNJK_01292	CDS	504				hypothetical protein
APNAJNJK_01293	CDS	180				hypothetical protein
APNAJNJK_01294	tRNA	85				tRNA-Leu(gag)
APNAJNJK_01295	CDS	1695	pal_2			Peptidoglycan-associated lipoprotein
APNAJNJK_01296	CDS	1464				hypothetical protein
APNAJNJK_01297	CDS	822				hypothetical protein
APNAJNJK_01298	CDS	2103				hypothetical protein
APNAJNJK_01299	CDS	306				hypothetical protein
APNAJNJK_01300	CDS	1641				hypothetical protein
APNAJNJK_01301	CDS	600				hypothetical protein
APNAJNJK_01302	CDS	615				hypothetical protein
APNAJNJK_01303	CDS	933				hypothetical protein
APNAJNJK_01304	CDS	786				hypothetical protein
APNAJNJK_01305	CDS	6054				hypothetical protein
APNAJNJK_01306	CDS	729				hypothetical protein
APNAJNJK_01307	CDS	714				hypothetical protein
APNAJNJK_01308	CDS	720				hypothetical protein
APNAJNJK_01309	CDS	996				hypothetical protein
APNAJNJK_01310	CDS	795	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
APNAJNJK_01311	CDS	684	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
APNAJNJK_01312	CDS	2127	btuB_1			Vitamin B12 transporter BtuB
APNAJNJK_01313	CDS	465				hypothetical protein
APNAJNJK_01314	CDS	528	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
APNAJNJK_01315	CDS	951	fecR_2		COG3712	Protein FecR
APNAJNJK_01316	CDS	2454	pupB_1			Ferric-pseudobactin BN7/BN8 receptor
APNAJNJK_01317	CDS	1056				hypothetical protein
APNAJNJK_01318	CDS	1083				hypothetical protein
APNAJNJK_01319	CDS	1449	qseC_1	2.7.13.3		Sensor protein QseC
APNAJNJK_01320	CDS	777	tctD_3		COG0745	Transcriptional regulatory protein tctD
APNAJNJK_01321	CDS	1341	citN		COG2851	Citrate transporter
APNAJNJK_01322	CDS	741	phaB_1	1.1.1.36		Acetoacetyl-CoA reductase
APNAJNJK_01323	CDS	765	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
APNAJNJK_01324	CDS	828	apaH_2	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
APNAJNJK_01325	CDS	501	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
APNAJNJK_01326	CDS	834	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
APNAJNJK_01327	CDS	1530				Blue-light-activated protein
APNAJNJK_01328	CDS	1131	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
APNAJNJK_01329	CDS	351				hypothetical protein
APNAJNJK_01330	CDS	1521	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
APNAJNJK_01331	CDS	681	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
APNAJNJK_01332	CDS	309				hypothetical protein
APNAJNJK_01333	CDS	912	yedI		COG2354	Inner membrane protein YedI
APNAJNJK_01334	CDS	2157	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
APNAJNJK_01335	CDS	426	asnC_1		COG1522	Regulatory protein AsnC
APNAJNJK_01336	CDS	864				hypothetical protein
APNAJNJK_01337	CDS	945	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
APNAJNJK_01338	CDS	822	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
APNAJNJK_01339	CDS	1656	gsiA_3	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
APNAJNJK_01340	CDS	621				hypothetical protein
APNAJNJK_01341	CDS	1560	dppA_2		COG0747	Periplasmic dipeptide transport protein
APNAJNJK_01342	CDS	1563	dppA_3		COG0747	Periplasmic dipeptide transport protein
APNAJNJK_01343	CDS	1137				hypothetical protein
APNAJNJK_01344	CDS	1521	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
APNAJNJK_01345	CDS	3174	acrF		COG0841	Multidrug export protein AcrF
APNAJNJK_01346	CDS	1179	ttgD			Toluene efflux pump periplasmic linker protein TtgD
APNAJNJK_01347	CDS	624				hypothetical protein
APNAJNJK_01348	CDS	1971			COG1292	Glycine betaine transporter
APNAJNJK_01349	CDS	1131	mdtA_3			Multidrug resistance protein MdtA
APNAJNJK_01350	CDS	3120	bepE			Efflux pump membrane transporter BepE
APNAJNJK_01351	CDS	1431	oprM_2		COG1538	Outer membrane protein OprM
APNAJNJK_01352	CDS	663				hypothetical protein
APNAJNJK_01353	CDS	1392	oprM_3		COG1538	Outer membrane protein OprM
APNAJNJK_01354	CDS	3138	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
APNAJNJK_01355	CDS	1176	acrA_1			Multidrug efflux pump subunit AcrA
APNAJNJK_01356	CDS	639	ttgR			HTH-type transcriptional regulator TtgR
APNAJNJK_01357	CDS	897	cmpR_3			HTH-type transcriptional activator CmpR
APNAJNJK_01358	CDS	1503	gsiB_3		COG0747	Glutathione-binding protein GsiB
APNAJNJK_01359	CDS	1803	ywrD_2	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
APNAJNJK_01360	CDS	993	yegS	2.7.1.-		lipid kinase YegS
APNAJNJK_01361	CDS	837	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
APNAJNJK_01362	CDS	768				hypothetical protein
APNAJNJK_01363	CDS	435				hypothetical protein
APNAJNJK_01364	CDS	447				hypothetical protein
APNAJNJK_01365	CDS	615	betI_1			HTH-type transcriptional regulator BetI
APNAJNJK_01366	CDS	1134				Outer membrane porin protein
APNAJNJK_01367	CDS	360	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
APNAJNJK_01368	CDS	477	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
APNAJNJK_01369	CDS	624	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
APNAJNJK_01370	CDS	1257	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
APNAJNJK_01371	CDS	495	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2
APNAJNJK_01372	CDS	1368	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
APNAJNJK_01373	CDS	2328	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
APNAJNJK_01374	CDS	1074	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
APNAJNJK_01375	CDS	489	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
APNAJNJK_01376	CDS	651	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
APNAJNJK_01377	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
APNAJNJK_01378	CDS	2037	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
APNAJNJK_01379	CDS	1503	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
APNAJNJK_01380	CDS	1485	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
APNAJNJK_01381	CDS	330				hypothetical protein
APNAJNJK_01382	CDS	2220	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
APNAJNJK_01383	CDS	2268	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
APNAJNJK_01384	CDS	858				hypothetical protein
APNAJNJK_01385	CDS	3483	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
APNAJNJK_01386	CDS	684	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
APNAJNJK_01387	CDS	486	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
APNAJNJK_01388	CDS	2085				hypothetical protein
APNAJNJK_01389	CDS	519	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
APNAJNJK_01390	CDS	549		1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
APNAJNJK_01391	CDS	1395	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
APNAJNJK_01392	CDS	735	ompR_2			Transcriptional regulatory protein OmpR
APNAJNJK_01393	CDS	1257				hypothetical protein
APNAJNJK_01394	CDS	933				hypothetical protein
APNAJNJK_01395	CDS	1317	lplT			Lysophospholipid transporter LplT
APNAJNJK_01396	CDS	3534	smc		COG1196	Chromosome partition protein Smc
APNAJNJK_01397	CDS	1065	zipA			Cell division protein ZipA
APNAJNJK_01398	CDS	2100	ligA	6.5.1.2	COG0272	DNA ligase
APNAJNJK_01399	CDS	777		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
APNAJNJK_01400	CDS	270				hypothetical protein
APNAJNJK_01401	CDS	567	yciB		COG2917	Intracellular septation protein
APNAJNJK_01402	CDS	399	msrB_1	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
APNAJNJK_01403	CDS	678	bioM	3.6.3.-	COG1122	Biotin transport ATP-binding protein BioM
APNAJNJK_01404	CDS	597	bioN		COG0619	Energy-coupling factor transporter transmembrane protein BioN
APNAJNJK_01405	CDS	558	bioY		COG1268	Biotin transporter BioY
APNAJNJK_01406	CDS	1164				hypothetical protein
APNAJNJK_01407	CDS	1038				hypothetical protein
APNAJNJK_01408	CDS	1839	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_01409	CDS	765	livF_9		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_01410	CDS	408				hypothetical protein
APNAJNJK_01411	CDS	2151	plcN_1	3.1.4.3	COG3511	Non-hemolytic phospholipase C
APNAJNJK_01412	CDS	846	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
APNAJNJK_01413	CDS	1011				hypothetical protein
APNAJNJK_01414	CDS	984				hypothetical protein
APNAJNJK_01415	CDS	888	livH_8		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_01416	CDS	1215				hypothetical protein
APNAJNJK_01417	CDS	711	livF_10		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_01418	CDS	774	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
APNAJNJK_01419	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
APNAJNJK_01420	CDS	642	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
APNAJNJK_01421	CDS	1227				hypothetical protein
APNAJNJK_01422	CDS	801	fpr_1	1.18.1.2	COG1018	Ferredoxin--NADP reductase
APNAJNJK_01423	CDS	324			COG1146	Ferredoxin 1
APNAJNJK_01424	CDS	1176	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
